@relation 'spam-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8,12'

@attribute account_age numeric
@attribute no_follower numeric
@attribute no_following numeric
@attribute no_userfavourites numeric
@attribute no_lists numeric
@attribute no_tweets numeric
@attribute no_retweets numeric
@attribute no_hashtag numeric
@attribute no_usermention numeric
@attribute no_urls numeric
@attribute no_char numeric
@attribute no_digits numeric
@attribute class {spammer,non-spammer}

@data
1086,0,526,0,0,39,0,0,0,2,28,0,spammer
2083,92,83,19,4,12075,46,1,1,1,87,7,spammer
145,1430,1737,8,3,2156,539,0,1,1,118,7,spammer
174,404,465,62,0,2856,295,0,1,1,118,7,spammer
1028,186,156,0,0,1779,0,0,0,1,60,0,spammer
838,0,455,0,0,123,0,1,0,1,18,0,spammer
88,5407,5308,11,1,13654,319,0,1,1,118,7,spammer
398,67,194,109,0,4958,0,0,0,2,1,0,spammer
1126,138,798,1,0,1020,0,0,0,2,45,0,spammer
425,0,59,0,0,91,0,0,0,1,27,0,spammer
123,207,290,71,0,2283,0,1,0,2,57,3,spammer
389,482,481,3,0,1808,548,0,1,1,118,7,spammer
341,141,13,0,2,70605,0,0,0,1,58,0,spammer
610,91,70,1,0,770,0,1,0,1,56,7,spammer
247,1116,8,24,10,653,0,0,0,1,102,0,spammer
138,664,1119,737,5,4905,0,1,0,1,55,6,spammer
34,1,11,0,0,15,0,1,0,1,15,0,spammer
1317,2,160,0,0,752,0,0,0,1,16,0,spammer
134,1631,1317,205,1,4320,0,0,0,1,75,2,spammer
90,438,1524,1,0,2446,2643,0,1,1,37,0,spammer
976,58,497,36,1,2018,0,0,0,1,37,0,spammer
346,27,59,1,0,9,0,0,0,1,0,0,spammer
200,528,171,925,0,29479,0,1,0,1,91,6,spammer
751,15,71,4,0,88,0,0,0,1,52,0,spammer
914,2,1,1,0,19,0,0,0,1,58,2,spammer
625,64,148,0,0,116,0,0,0,1,52,0,spammer
317,2129,64,33,1,3651,0,2,0,1,91,2,spammer
494,787,722,2451,17,16707,0,1,1,1,96,2,spammer
86,414,1641,1,0,2510,488,0,1,1,33,0,spammer
1414,0,0,0,0,45,0,0,0,1,35,0,spammer
855,1737,1049,0,1,671,0,0,0,1,42,0,spammer
334,297,690,5895,5,9854,0,1,1,1,94,0,spammer
1094,0,6,0,0,148,0,1,0,1,18,0,spammer
772,39,235,7,3,2197,0,0,0,1,34,0,spammer
912,1,9,0,0,2437,0,0,0,2,31,0,spammer
1254,273,254,5,0,17196,0,1,0,1,61,7,spammer
938,2,213,0,0,340,0,0,0,1,16,0,spammer
550,632,625,230,0,20606,2,1,4,1,91,2,spammer
406,8,904,0,0,2981,1,0,1,2,68,21,spammer
808,142,323,674,0,4380,0,0,0,1,55,2,spammer
989,0,3,0,0,353,0,0,0,1,26,1,spammer
782,692,685,16,2,648,0,1,0,1,59,2,spammer
562,0,1,0,0,5,0,0,0,1,51,2,spammer
67,24,110,0,0,73,0,0,0,1,97,9,spammer
716,5,820,0,0,1994,0,0,0,1,33,0,spammer
1039,858,233,912,26,17838,0,2,5,1,114,7,spammer
1249,0,0,0,0,71,0,1,0,1,20,0,spammer
1053,131,268,15,1,918,0,0,0,1,62,2,spammer
1259,0,309,0,0,58,0,0,0,2,36,0,spammer
545,826,140,37111,40,30666,0,1,0,1,55,6,spammer
491,926,314,8,1,2844,0,0,0,1,75,2,spammer
1706,7677,7680,10,17,9001,0,1,0,1,55,6,spammer
752,1133,1071,789,1,5655,0,0,0,1,100,7,spammer
109,35,73,0,0,4,0,0,0,1,59,0,spammer
14,192,129,0,0,51,0,0,0,1,51,0,spammer
143,32,72,0,0,1068,0,0,0,1,0,0,spammer
171,2150,2137,1,1,11742,825,0,1,1,118,7,spammer
836,1201,946,582,2,8901,0,2,0,1,92,3,spammer
42,2,255,0,0,839,0,0,0,1,60,0,spammer
923,2609,2687,39753,23,73783,0,1,1,1,77,1,spammer
382,633,820,0,1,829,0,0,0,1,20,3,spammer
44,82,587,0,0,918,862,0,1,1,38,0,spammer
110,2245,1642,3621,20,39729,1,2,2,1,118,4,spammer
1129,0,301,0,0,92,0,0,0,2,26,0,spammer
913,24,19,0,0,17,0,0,0,2,62,2,spammer
1162,2,299,0,0,103,0,0,0,2,46,4,spammer
737,333,471,289,2,5027,0,1,0,1,55,6,spammer
185,421,207,14,0,13973,378,0,1,1,118,7,spammer
33,140,708,0,0,1172,691,0,1,1,40,0,spammer
86,2,400,0,0,918,0,0,0,1,51,8,spammer
778,380,353,435,1,3089,0,1,0,1,55,6,spammer
1403,765,713,1413,1,19922,0,1,0,1,55,6,spammer
0,0,7,0,0,1,0,0,0,1,48,1,spammer
949,6,382,0,0,382,0,0,0,2,23,0,spammer
272,536,503,2055,0,9149,0,0,0,1,99,6,spammer
1250,1,1,0,0,114,0,0,0,1,48,1,spammer
1157,1188,1000,10066,4,39383,0,1,0,1,55,6,spammer
1141,0,59,0,0,1193,0,0,0,2,65,20,spammer
6,1,364,8,0,34,209,0,1,1,30,2,spammer
144,1,1,0,0,288,4,0,1,1,66,3,spammer
459,3027,2589,1,10,83992,0,3,0,1,67,26,spammer
963,8,639,0,0,68,0,0,0,1,48,1,spammer
966,379,151,8,0,7304,0,4,0,1,97,2,spammer
416,1804,579,2072,1,19883,345,0,1,1,118,7,spammer
227,533,345,84,0,17679,0,1,0,1,47,0,spammer
710,258,100,324,0,2739,0,1,0,1,55,6,spammer
481,470,109,95,0,1134,0,1,0,1,55,6,spammer
262,312,426,100,2,2903,0,1,0,1,55,6,spammer
412,1310,698,8457,3,32495,0,1,0,1,55,6,spammer
5,0,2,0,0,66,0,0,1,1,53,1,spammer
362,0,7,1,0,5160,0,0,0,2,1,0,spammer
531,0,51,0,0,820,0,0,0,1,40,0,spammer
92,93,198,6,0,2471,0,0,0,1,94,0,spammer
497,292,195,0,0,1155,0,0,1,1,57,0,spammer
79,2,189,0,0,2680,0,0,0,2,64,20,spammer
221,2,9,0,0,44445,0,0,0,1,86,9,spammer
82,463,1436,1,2,2529,1756,0,1,1,27,0,spammer
1380,44,18,8,0,1633,1,0,1,1,61,1,spammer
953,1148,1036,305,0,29558,0,1,0,1,55,6,spammer
557,42,212,0,0,2243,0,0,0,1,33,0,spammer
936,8,636,1,0,365,0,0,0,1,43,4,spammer
745,1624,391,558,11,72727,0,1,0,1,66,4,spammer
506,4146,1201,94,1,39452,0,2,1,1,96,0,spammer
163,1082,180,11534,0,5961,0,0,0,1,100,7,spammer
432,246,255,187,0,3583,0,1,0,1,55,6,spammer
926,1,1,0,0,128,0,1,0,1,27,0,spammer
665,595,453,2299,1,18773,0,1,0,1,62,2,spammer
441,15,414,4,0,93,0,1,0,1,20,0,spammer
235,374,442,90,0,2461,69,0,1,1,118,7,spammer
1253,1157,1061,415,2,6565,0,1,0,1,55,6,spammer
1288,608,493,41,0,7617,5141,0,1,1,103,4,spammer
1153,415,214,26,4,10622,0,1,0,1,55,6,spammer
303,266,154,572,0,7996,0,0,0,1,75,2,spammer
1704,152,361,104,5,8855,2,0,1,1,52,0,spammer
223,1417,446,99,1,47102,0,1,0,1,68,6,spammer
132,576,584,21,0,1563,0,1,0,1,56,4,spammer
349,2822,1843,0,12,26865,0,2,0,1,57,0,spammer
841,1,71,0,0,46,0,1,0,1,23,2,spammer
755,12,914,0,1,2945,0,0,0,2,67,20,spammer
454,52608,50841,61,66,25212,0,2,0,1,106,9,spammer
87,412,1516,1,0,2234,2297,0,1,1,47,4,spammer
935,0,6,0,0,1176,0,0,0,1,32,0,spammer
696,1,14,1,0,14,0,0,0,1,43,1,spammer
1067,164,1026,1389,1,2136,0,1,0,1,55,6,spammer
514,215,1979,122,0,331,56,2,1,1,118,0,spammer
167,475,679,8,0,589,0,0,0,1,63,0,spammer
758,4774,4558,5,1,3739,0,0,1,1,101,0,spammer
468,118,234,152,0,1149,3,1,6,1,114,6,spammer
19,30,192,5,0,273,312,4,1,1,118,4,spammer
660,3,9,0,0,385,0,0,0,2,44,4,spammer
545,0,0,0,0,416,0,0,0,2,27,0,spammer
572,0,7,0,0,36,0,0,0,2,21,0,spammer
15,6,12,0,0,97,0,0,0,1,118,0,spammer
259,154,163,5,0,1750,0,0,0,1,75,2,spammer
154,4,56,0,0,77,0,0,1,1,43,0,spammer
709,705,155,0,2,602,0,1,0,1,19,0,spammer
894,4,24,214,0,396,0,0,0,1,42,2,spammer
2,42,23,5,0,30,729,0,1,1,118,7,spammer
281,844,749,11,1,7202,913,0,1,1,118,7,spammer
1221,1068,1189,22,0,2344,0,2,0,1,77,0,spammer
1117,70,120,2,0,116,0,1,0,1,29,0,spammer
29,3,47,0,0,128,55,0,1,1,37,0,spammer
228,449,353,22,0,5265,0,2,1,1,94,2,spammer
139,402,717,150,0,1878,0,1,0,1,55,6,spammer
971,633,402,9465,9,12086,0,1,0,1,55,6,spammer
1191,1,1,0,0,45,0,0,0,1,37,0,spammer
151,161,115,0,1,2285,0,0,0,1,71,8,spammer
262,2232,390,14,0,5427,460,0,1,1,118,7,spammer
38,141,566,0,0,664,2151,0,1,1,38,0,spammer
431,67,184,0,0,386,0,0,0,1,26,0,spammer
95,420,1700,1,0,2556,141,0,1,1,38,0,spammer
29,0,0,0,0,27,0,0,0,1,14,0,spammer
733,0,0,0,0,286,0,1,0,1,25,0,spammer
109,71,318,2,0,1901,0,0,0,2,1,0,spammer
355,5,113,1,0,8622,0,0,0,2,1,0,spammer
936,0,3,1,0,1956,0,0,0,2,73,21,spammer
1052,27744,28101,237,15,2726,0,0,0,1,33,0,spammer
613,1359,345,13335,2,73615,0,1,0,1,60,6,spammer
740,3118,2916,260,1,14669,0,0,0,1,45,0,spammer
24,533,487,10,0,2579,184,0,1,1,118,7,spammer
140,943,2001,28,0,729,0,1,0,1,55,6,spammer
122,321,20,0,0,12861,0,1,1,1,115,6,spammer
91,177,15,0,0,25659,0,2,0,1,102,1,spammer
1,7,0,490,0,660,53,3,1,1,118,1,spammer
878,273,241,4208,2,13559,0,2,1,1,95,2,spammer
822,15,248,49,0,387,19,0,1,1,113,4,spammer
458,788,1927,43782,1,42531,1,0,1,1,88,4,spammer
751,7,12,0,0,1582,0,0,0,2,26,0,spammer
0,0,0,0,0,3,17232,0,1,1,69,0,spammer
953,653,722,99,2,25639,0,1,0,1,66,4,spammer
1642,1,20,0,0,47,0,0,0,1,43,2,spammer
40,0,0,0,0,35,3119,0,1,1,66,0,spammer
676,135,61,17,0,115,0,0,0,1,76,4,spammer
80,0,0,0,0,9,0,0,0,1,38,1,spammer
11,412,392,0,0,3235,133,0,1,1,118,7,spammer
1294,2331,2319,118,1,11578,0,1,0,1,56,7,spammer
93,371,1635,1,1,2578,1166,0,1,1,33,0,spammer
549,3427,3426,25,2,8775,56,0,1,1,118,7,spammer
182,2626,2639,579,4,33375,0,1,1,1,69,1,spammer
990,6454,5480,2621,21,31317,0,1,0,1,55,6,spammer
339,758,659,58,1,976,575,0,1,1,118,7,spammer
555,4478,3993,524,4,58173,0,1,0,1,60,6,spammer
463,739,1664,174,0,1948,0,1,0,1,59,5,spammer
64,9,93,0,0,56,0,0,0,1,77,4,spammer
114,0,9,0,0,88,0,0,0,1,40,0,spammer
1540,161,217,3,0,3493,0,1,0,1,29,0,spammer
573,590,132,85,0,12052,0,0,0,1,74,1,spammer
83,487,1631,1,0,2459,841,0,1,1,60,0,spammer
69,2267,2378,2544,0,1167,0,0,0,1,100,7,spammer
1288,0,0,0,0,1007,0,0,0,2,87,20,spammer
1229,2275,573,30,22,103800,0,1,1,1,40,1,spammer
39,0,0,0,0,28,621,0,1,1,85,0,spammer
800,5,1151,0,0,85,0,1,0,1,31,0,spammer
8,342,699,0,0,1799,651,0,1,1,118,7,spammer
1053,835,812,1695,3,17366,0,2,1,1,75,5,spammer
12,595,23,0,0,2938,328,0,1,1,118,7,spammer
895,1293,259,193,1,12414,0,1,0,1,94,0,spammer
1696,2495,1085,5,51,68165,0,4,0,2,37,0,spammer
614,55,63,26,0,608,0,0,1,1,32,0,spammer
1565,8,79,1,0,683,0,0,0,1,20,1,spammer
17,133,104,346,0,503,0,0,0,1,59,3,spammer
1172,3141,347,4628,110,24922,1,1,2,1,108,0,spammer
85,416,1671,1,0,2248,880,0,1,1,45,0,spammer
1,752,947,2,0,310,293,0,1,1,118,7,spammer
764,369,417,192,0,3919,0,1,0,1,57,5,spammer
492,600,449,882,0,30720,0,1,0,1,55,6,spammer
782,7,24,0,0,27,0,0,0,1,62,0,spammer
806,3,1,0,0,108,0,1,0,1,28,0,spammer
963,0,506,0,0,81,0,0,0,2,37,0,spammer
39,77,519,0,0,719,231,0,1,1,32,0,spammer
360,608,523,173,0,7710,0,2,1,1,83,4,spammer
134,4942,3077,1699,3,36895,740,0,1,1,118,7,spammer
1417,795,445,1235,2,50816,0,1,0,1,55,6,spammer
619,2,10,0,0,781,0,0,0,1,44,0,spammer
86,889,1529,0,5,8634,0,0,0,1,19,0,spammer
102,664,989,5535,1,7940,0,4,0,1,104,2,spammer
141,71,58,0,0,452,2,0,1,1,49,0,spammer
97,531,1855,1,0,2675,1734,0,1,1,33,0,spammer
1686,1,244,0,0,268,0,0,0,1,39,0,spammer
4,81,20,8,0,752,157,0,1,1,118,7,spammer
1655,16,484,0,0,299,0,0,0,2,48,1,spammer
699,5,1,0,0,11,0,0,0,2,63,21,spammer
1107,126,137,2,3,7251,0,0,0,2,44,3,spammer
811,2614,1069,17,4,83949,1,1,6,1,116,4,spammer
94,386,1616,1,1,2564,2331,0,1,1,42,0,spammer
149,0,5,0,0,27,4,0,1,2,69,20,spammer
624,795,330,85,0,9804,0,1,0,1,55,9,spammer
1145,213,316,526,0,6637,0,1,0,1,55,6,spammer
0,0,0,0,0,1,9169,0,1,1,118,1,spammer
1033,287,142,5506,17,77903,32,0,1,1,116,5,spammer
904,5326,537,72,1,63430,0,1,0,1,103,4,spammer
363,4001,1,0,0,845,0,0,0,1,42,1,spammer
1243,522,541,1120,3,22205,0,1,0,1,60,6,spammer
555,351,229,2285,1,27048,0,1,0,1,95,15,spammer
152,291,1174,0,1,2168,0,1,0,1,66,2,spammer
1559,0,81,0,0,701,0,0,0,1,23,0,spammer
3,689,675,26,2,507,0,2,0,1,95,2,spammer
1183,0,1,0,0,1100,0,0,0,2,73,20,spammer
41,3,7,0,0,513,126,0,1,1,110,0,spammer
38,0,0,0,0,103,1428,0,1,1,69,0,spammer
13,0,5,0,0,27,6777,0,1,1,75,0,spammer
338,384,64,301,0,4701,111946,0,1,1,106,0,spammer
123,708,1205,190,1,4981,0,0,0,1,102,9,spammer
554,2020,1530,773,1,12120,1,1,4,1,117,8,spammer
691,511,189,805,1,11668,0,0,0,1,59,3,spammer
84,875,1510,0,5,8013,0,0,0,1,39,0,spammer
34,906,1112,0,1,737,2,0,1,1,91,3,spammer
298,2023,1518,59,4,31332,2,2,4,1,108,11,spammer
1357,262,360,5,0,1035,2,1,1,1,113,4,spammer
259,0,26,0,0,2119,0,0,0,1,54,0,spammer
487,395,282,12,1,11329,0,1,0,1,59,2,spammer
20,247,200,427,0,1570,0,0,0,1,100,7,spammer
0,0,15,0,0,1,3320,1,1,1,54,0,spammer
7,7,1,7,0,25,0,0,0,1,74,1,spammer
92,418,1566,1,1,2547,1050,0,1,1,41,0,spammer
443,4,1,0,0,16011,0,1,0,1,59,2,spammer
2,22,88,0,0,49,0,2,0,1,118,0,spammer
0,0,0,0,0,3,14321,0,1,1,69,0,spammer
300,9998,497,0,8,89360,747,0,1,1,118,7,spammer
72,9,454,0,0,2570,0,0,0,1,32,0,spammer
700,345,350,714,0,8398,0,1,0,1,55,6,spammer
157,108,29,16,0,4627,0,1,0,1,103,6,spammer
1,0,0,0,0,2,6992,0,1,1,118,1,spammer
841,1,7,1,0,424,0,0,0,1,33,0,spammer
31,10,7,0,0,563,82,0,1,1,54,0,spammer
32,680,780,339,0,1299,0,2,0,1,87,2,spammer
771,68,240,21,0,904,113261,0,1,1,106,0,spammer
154,1252,393,56,0,14969,0,1,0,1,56,1,spammer
1407,3371,3350,31,12,16677,0,1,0,1,55,6,spammer
1715,1,4,0,0,127,0,1,0,1,29,0,spammer
916,2037,1563,1241,41,42781,0,1,0,1,55,6,spammer
131,31,39,0,0,3439,196,0,1,1,102,3,spammer
972,0,1,0,0,67,0,1,0,1,46,0,spammer
12,238,7,1,0,2619,323,0,1,1,118,7,spammer
651,2523,2323,765,5,7460,0,1,1,1,86,3,spammer
324,115,133,2,0,1023,0,1,0,1,43,0,spammer
12,46,72,28,0,577,0,2,0,1,95,0,spammer
1451,0,303,0,0,17,0,0,0,2,27,0,spammer
393,1421,327,1333,2,11380,691,0,1,1,118,7,spammer
949,837,697,744,3,5334,0,1,0,1,55,6,spammer
1360,0,7,0,0,2827,0,0,0,1,43,0,spammer
1117,454,1320,6428,1,13551,0,1,0,1,55,6,spammer
150,1979,1729,2317,1,757,69,0,1,1,35,0,spammer
679,41,671,4,0,1969,0,0,0,2,53,0,spammer
911,0,2,0,0,107,0,0,0,1,35,0,spammer
1679,60,195,1,0,1752,0,0,0,2,42,4,spammer
229,9,1354,0,0,165,0,0,0,1,46,2,spammer
482,1694,2000,49,1,2719,153,0,1,1,118,7,spammer
228,522,99,3,0,6581,0,1,0,1,76,10,spammer
135,2913,3053,4,2,3271,0,1,0,1,100,4,spammer
1068,14,111,11,1,2085,0,0,0,2,1,0,spammer
1171,281,237,0,2,11867,0,1,0,2,38,0,spammer
938,8,15,1,0,174,0,0,0,2,76,20,spammer
421,280,424,4,0,1174,0,0,1,1,101,0,spammer
1750,8,318,1,0,216,0,0,0,2,63,20,spammer
761,766,755,50,1,682,0,2,0,1,108,0,spammer
553,1,3,0,0,2333,0,0,0,2,40,3,spammer
277,2512,553,82,1,80660,0,1,0,1,75,3,spammer
768,0,6,0,0,946,0,0,0,2,82,23,spammer
878,550,93,2049,0,26003,0,0,0,1,60,4,spammer
779,2145,1499,1801,26,11309,0,1,0,1,55,6,spammer
7,2,13,0,0,22,67,0,1,1,89,5,spammer
1127,1,55,0,0,105,0,1,0,1,24,3,spammer
363,0,359,0,0,2694,0,0,0,1,57,0,spammer
289,113,183,0,0,955,0,0,0,1,78,0,spammer
877,0,3,0,0,2711,0,0,0,1,18,0,spammer
47,0,0,0,0,729,0,0,0,1,54,0,spammer
126,4,15,0,0,126,0,0,0,1,0,0,spammer
60,1671,2002,312,1,5638,0,2,0,1,85,2,spammer
84,1,5,1,0,265,0,0,0,1,28,0,spammer
257,210,377,90,0,1019,0,1,0,1,55,6,spammer
853,104,222,0,0,535,0,2,0,1,107,2,spammer
25,0,0,0,0,61,1694,0,1,1,66,0,spammer
447,757,916,6,0,3198,89,0,1,1,118,7,spammer
102,8419,9233,1,3,13427,259,0,1,1,118,7,spammer
44,217,894,0,0,1670,728,0,1,1,45,0,spammer
624,548,83,0,0,38,10,1,1,1,118,2,spammer
337,146,69,59,1,1431,36,0,1,1,118,7,spammer
184,189,335,0,2,58775,0,2,0,1,60,0,spammer
293,20,271,37,0,482,0,2,0,1,116,2,spammer
130,12,19,0,0,2829,110,0,1,1,94,0,spammer
1406,1,378,0,0,1126,0,0,0,1,23,1,spammer
331,189,195,242,0,11327,1,1,2,1,110,2,spammer
301,818,113,0,1,21881,0,0,0,1,88,0,spammer
44,131,598,0,0,944,285,0,1,1,42,0,spammer
866,1131,579,57,4,10779,0,1,0,1,85,0,spammer
268,0,1,0,0,2199,0,0,0,2,63,26,spammer
1024,193,142,3,3,8047,1,0,1,1,116,0,spammer
548,321,239,335,0,3490,0,0,0,1,77,5,spammer
560,312,215,387,0,9782,0,1,0,1,55,6,spammer
551,580,274,53,0,4963,741,0,1,1,118,7,spammer
1066,0,239,2,0,441,0,0,0,2,65,20,spammer
1016,42,88,21,1,1292,0,0,0,2,45,3,spammer
1565,8,79,1,0,406,0,0,0,2,39,0,spammer
880,0,2005,0,0,1255,0,0,0,1,39,0,spammer
515,2292,2467,1304,2,17760,0,1,0,1,55,6,spammer
1324,34,289,0,1,57,0,0,0,2,40,0,spammer
635,446,222,4630,0,24714,0,1,0,1,68,6,spammer
523,0,605,0,0,2743,0,0,0,1,42,0,spammer
497,498,1,48,12,24097,0,0,0,1,22,0,spammer
2,101,68,0,0,314,139,0,1,1,118,7,spammer
710,21185,860,15,35,203965,0,0,0,1,115,22,spammer
1,0,0,0,0,1,7309,0,1,1,118,1,spammer
36,3,6,0,0,97,0,0,0,1,52,8,spammer
1576,4,1,0,0,92,0,1,0,1,23,0,spammer
43,4394,435,32,0,211,0,0,0,1,105,4,spammer
130,68,198,1,0,398,48,0,1,1,140,0,spammer
188,1429,572,1,1,6860,0,1,0,1,53,0,spammer
103,0,4,0,0,193,0,0,0,1,67,0,spammer
573,33190,24500,720,8,21932,1,2,1,1,110,6,spammer
482,377,390,159,1,2633,0,2,0,1,118,0,spammer
74,568,498,23070,26,4708,0,1,0,1,55,6,spammer
947,74,443,71,1,13486,0,0,1,1,12,0,spammer
724,4402,3262,499,6,35107,0,1,0,1,55,6,spammer
681,9230,773,1257,5,17491,2,1,6,1,109,2,spammer
848,2296,1018,178,6,101995,0,1,0,1,55,6,spammer
196,234,1701,0,0,126353,0,0,0,1,71,4,spammer
287,270,229,64,0,4149,1,1,2,1,96,8,spammer
686,0,0,0,0,133,0,1,0,1,22,0,spammer
1686,136,186,3,6,476,0,0,0,1,16,0,spammer
209,1574,1643,0,5,6651,0,0,0,1,108,0,spammer
36,223,0,1,0,2421,447,0,1,1,118,7,spammer
205,96,142,0,0,321,0,0,0,1,39,0,spammer
750,868,1785,51,0,6072,0,0,0,1,98,5,spammer
523,0,605,0,0,2766,0,0,0,1,23,2,spammer
395,1695,1896,1331,1,9973,0,2,0,1,55,0,spammer
1038,1,10,0,0,7128,0,1,0,1,26,0,spammer
311,508,314,32,0,1559,0,1,0,1,96,7,spammer
687,0,217,1,0,636,0,0,0,1,50,0,spammer
1104,0,212,0,0,471,0,0,0,2,61,20,spammer
19,26,91,612,0,2585,3010,0,1,1,42,0,spammer
741,0,130,0,0,192,0,0,0,1,57,4,spammer
123,1839,1824,8,1,7203,706,0,1,1,118,7,spammer
963,1435,1515,7,5,2351,0,0,0,1,50,1,spammer
964,0,391,0,0,62,0,1,0,1,27,0,spammer
146,409,424,467,0,5985,0,1,0,1,55,6,spammer
515,2,353,0,0,307,0,0,0,1,20,0,spammer
581,5,28,1,0,39,105512,0,1,1,106,0,spammer
89,485,1504,1,3,2383,1937,0,1,1,48,4,spammer
202,1488,1876,0,3,6049,0,0,0,1,80,6,spammer
1789,7278,7817,24,58,6887,0,0,0,2,41,1,spammer
2195,433,480,6105,10,64368,3,0,1,1,55,0,spammer
893,0,0,0,0,66,0,1,0,1,29,2,spammer
194,0,448,1,0,588,0,0,0,1,45,0,spammer
807,0,0,0,0,132,0,1,0,1,27,0,spammer
960,606,606,150,0,11383,1,2,2,1,94,5,spammer
88,433,1625,1,0,2364,2160,0,1,1,33,0,spammer
240,7039,7681,773,7,28756,0,0,0,1,75,2,spammer
604,2725,2974,13969,4,62488,0,2,2,1,73,5,spammer
315,527,1536,344,0,402,0,1,0,1,55,6,spammer
131,349,57,3,0,3249,0,1,0,1,80,5,spammer
